fonte,codigo,item,descricao,unidade,quantidade_base,custo_unitario_sem_bdi,bdi,preco_unitario_com_bdi,preco_total,ativo,pagina_pdf
C SINAPI,89381,359,"Luva Com Bucha De Latão, Pvc, Soldável, Dn 25Mm X 3/4, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,13.11,26.93,16.63,16.63,Sim,30
C SINAPI,95237,360,"Luva Com Bucha De Latão, Pvc, Soldável, Dn 32Mm X 1, Instalado Em Ramal De Distribuição De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,23.79,26.93,30.19,30.19,Sim,30
C SINAPI,89979,361,"Luva Com Bucha De Latão, Pvc, Soldável, Dn 32Mm X 1, Instalado Em Ramal Ou Sub-Ramal De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,24.54,26.93,31.14,31.14,Sim,30
C SINAPI,103991,362,"Luva Com Rosca, Pvc, Soldável, Dn 40Mm X 1.1/4"", Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,18.89,26.93,23.97,23.97,Sim,30
C SINAPI,89564,363,"Luva Com Rosca, Pvc, Soldável, Dn 40Mm X 1.1/4, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.37,26.93,19.51,19.51,Sim,30
C SINAPI,104000,364,"Luva Com Rosca, Pvc, Soldável, Dn 50Mm X 1.1/2"", Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,28.01,26.93,35.55,35.55,Sim,30
C SINAPI,89593,365,"Luva Com Rosca, Pvc, Soldável, Dn 50Mm X 1.1/2, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,23.88,26.93,30.3,30.3,Sim,30
C SINAPI,89418,366,"Luva De Correr, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.62,26.93,19.82,19.82,Sim,30
C SINAPI,89372,367,"Luva De Correr, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,16.21,26.93,20.57,20.57,Sim,30
C SINAPI,89530,368,"Luva De Correr, Pvc, Soldável, Dn 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.58,26.93,19.78,19.78,Sim,30
C SINAPI,89425,369,"Luva De Correr, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,18.39,26.93,23.33,23.33,Sim,30
C SINAPI,89379,370,"Luva De Correr, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_12/2014",UN,1.0,19.07,26.93,24.2,24.2,Sim,30
C SINAPI,89542,371,"Luva De Correr, Pvc, Soldável, Dn 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,25.5,26.93,32.37,32.37,Sim,31
C SINAPI,89432,372,"Luva De Correr, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal De Distribuição De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,28.75,26.93,36.49,36.49,Sim,31
C SINAPI,89387,373,"Luva De Correr, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal Ou Sub-Ramal De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,29.57,26.93,37.53,37.53,Sim,31
C SINAPI,89560,374,"Luva De Correr, Pvc, Soldável, Dn 40Mm, Instalado Em Prumada De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,32.61,26.93,41.39,41.39,Sim,31
C SINAPI,104159,375,"Luva De Correr, Pvc, Soldável, Dn 40Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,36.37,26.93,46.16,46.16,Sim,31
C SINAPI,89577,376,"Luva De Correr, Pvc, Soldável, Dn 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,34.81,26.93,44.18,44.18,Sim,31
C SINAPI,103996,377,"Luva De Correr, Pvc, Soldável, Dn 50Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,39.21,26.93,49.77,49.77,Sim,31
C SINAPI,89598,378,"Luva De Correr, Pvc, Soldável, Dn 60Mm, Instalado Em Prumada De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,46.68,26.93,59.25,59.25,Sim,31
C SINAPI,89419,379,"Luva De Redução, Pvc, Soldável, Dn 25Mm X 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,7.69,26.93,9.75,9.75,Sim,31
C SINAPI,89373,380,"Luva De Redução, Pvc, Soldável, Dn 25Mm X 20Mm, Instalado Em Ramal Ou Sub- Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,8.33,26.93,10.57,10.57,Sim,31
C SINAPI,89532,381,"Luva De Redução, Pvc, Soldável, Dn 32Mm X 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,7.57,26.93,9.61,9.61,Sim,31
C SINAPI,89426,382,"Luva De Redução, Pvc, Soldável, Dn 32Mm X 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.6,26.93,13.45,13.45,Sim,31
C SINAPI,89380,383,"Luva De Redução, Pvc, Soldável, Dn 32Mm X 25Mm, Instalado Em Ramal Ou Sub- Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.35,26.93,14.41,14.41,Sim,31
C SINAPI,89562,384,"Luva De Redução, Pvc, Soldável, Dn 40Mm X 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.74,26.93,13.63,13.63,Sim,31
C SINAPI,89433,385,"Luva De Redução, Pvc, Soldável, Dn 40Mm X 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.26,26.93,18.09,18.09,Sim,32
C SINAPI,89579,386,"Luva De Redução, Pvc, Soldável, Dn 50Mm X 25Mm, Instalado Em Prumada De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,12.04,26.93,15.27,15.27,Sim,32
C SINAPI,103998,387,"Luva De Redução, Pvc, Soldável, Dn 50Mm X 25Mm, Instalado Em Ramal De Distribuição De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,15.65,26.93,19.85,19.85,Sim,32
C SINAPI,89605,388,"Luva De Redução, Pvc, Soldável, Dn 60Mm X 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,20.73,26.93,26.31,26.31,Sim,32
C SINAPI,89981,389,"Luva Soldável E Com Bucha De Latão, Pvc, Soldável, Dn 32Mm X 1, Instalado Em Prumada De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,20.76,26.93,26.35,26.35,Sim,32
C SINAPI,89385,390,"Luva Soldável E Com Rosca, Pvc, Soldável, Dn 25Mm X 3/4, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,8.44,26.93,10.71,10.71,Sim,32
C SINAPI,89551,391,"Luva Soldável E Com Rosca, Pvc, Soldável, Dn 32Mm X 1, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,8.88,26.93,11.26,11.26,Sim,32
C SINAPI,89434,392,"Luva Soldável E Com Rosca, Pvc, Soldável, Dn 32Mm X 1, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.9,26.93,15.1,15.1,Sim,32
C SINAPI,89389,393,"Luva Soldável E Com Rosca, Pvc, Soldável, Dn 32Mm X 1, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.65,26.93,16.06,16.06,Sim,32
C SINAPI,89417,394,"Luva, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,6.54,26.93,8.3,8.3,Sim,32
C SINAPI,89371,395,"Luva, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,7.13,26.93,9.05,9.05,Sim,32
C SINAPI,89528,396,"Luva, Pvc, Soldável, Dn 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,4.93,26.93,6.25,6.25,Sim,32
C SINAPI,89424,397,"Luva, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,7.74,26.93,9.82,9.82,Sim,32
C SINAPI,89378,398,"Luva, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,8.42,26.93,10.69,10.69,Sim,32
C SINAPI,89541,399,"Luva, Pvc, Soldável, Dn 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,7.1,26.93,9.01,9.01,Sim,33
C SINAPI,89431,400,"Luva, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.35,26.93,13.13,13.13,Sim,33
C SINAPI,89386,401,"Luva, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.17,26.93,14.18,14.18,Sim,33
C SINAPI,89558,402,"Luva, Pvc, Soldável, Dn 40Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.38,26.93,13.17,13.17,Sim,33
C SINAPI,103988,403,"Luva, Pvc, Soldável, Dn 40Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.14,26.93,17.94,17.94,Sim,33
C SINAPI,89575,404,"Luva, Pvc, Soldável, Dn 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.45,26.93,15.79,15.79,Sim,33
C SINAPI,103995,405,"Luva, Pvc, Soldável, Dn 50Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,16.86,26.93,21.4,21.4,Sim,33
C SINAPI,89597,406,"Luva, Pvc, Soldável, Dn 60Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,22.75,26.93,28.88,28.88,Sim,33
C SINAPI,89611,407,"Luva, Pvc, Soldável, Dn 75Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,31.91,26.93,40.49,40.49,Sim,33
C SINAPI,89614,408,"Luva, Pvc, Soldável, Dn 85Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,56.88,26.93,72.2,72.2,Sim,33
C SINAPI,103975,409,"Te De Redução, 90 Graus, Pvc, Soldável, Dn 50 Mm X 20 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,18.68,26.93,23.7,23.7,Sim,33
C SINAPI,104007,410,"Te De Redução, 90 Graus, Pvc, Soldável, Dn 50 Mm X 20 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,24.01,26.93,30.47,30.47,Sim,33
C SINAPI,103976,411,"Te De Redução, 90 Graus, Pvc, Soldável, Dn 50 Mm X 32 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,26.22,26.93,33.28,33.28,Sim,33
C SINAPI,104008,412,"Te De Redução, 90 Graus, Pvc, Soldável, Dn 50 Mm X 32 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,33.83,26.93,42.94,42.94,Sim,33
C SINAPI,89630,413,"Te De Redução, Pvc, Soldável, Dn 75Mm X 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,59.43,26.93,75.43,75.43,Sim,34
C SINAPI,89632,414,"Te De Redução, Pvc, Soldável, Dn 85Mm X 60Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,114.84,26.93,145.76,145.76,Sim,34
C SINAPI,89438,415,"Te, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.23,26.93,15.52,15.52,Sim,34
C SINAPI,89393,416,"Te, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,13.41,26.93,17.02,17.02,Sim,34
C SINAPI,89617,417,"Te, Pvc, Soldável, Dn 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,8.86,26.93,11.24,11.24,Sim,34
C SINAPI,89440,418,"Te, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.45,26.93,18.34,18.34,Sim,34
C SINAPI,89395,419,"Te, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.83,26.93,20.08,20.08,Sim,34
C SINAPI,89620,420,"Te, Pvc, Soldável, Dn 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,13.22,26.93,16.78,16.78,Sim,34
C SINAPI,89443,421,"Te, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,19.69,26.93,24.99,24.99,Sim,34
C SINAPI,89398,422,"Te, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,21.33,26.93,27.06,27.06,Sim,34
C SINAPI,89623,423,"Te, Pvc, Soldável, Dn 40Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,20.48,26.93,25.99,25.99,Sim,34
C SINAPI,104011,424,"Te, Pvc, Soldável, Dn 40Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,27.91,26.93,35.42,35.42,Sim,34
C SINAPI,89625,425,"Te, Pvc, Soldável, Dn 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,24.25,26.93,30.78,30.78,Sim,34
C SINAPI,104004,426,"Te, Pvc, Soldável, Dn 50Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,33.02,26.93,41.91,41.91,Sim,34
C SINAPI,89628,427,"Te, Pvc, Soldável, Dn 60Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,47.41,26.93,60.18,60.18,Sim,35
C SINAPI,89629,428,"Te, Pvc, Soldável, Dn 75Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,77.81,26.93,98.76,98.76,Sim,35
C SINAPI,89631,429,"Te, Pvc, Soldável, Dn 85Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,101.13,26.93,128.36,128.36,Sim,35
C SINAPI,89401,430,"Tubo, Pvc, Soldável, De 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,12.3,26.93,15.6,15.6,Sim,35
C SINAPI,89355,431,"Tubo, Pvc, Soldável, De 20Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,24.53,26.93,31.13,31.13,Sim,35
C SINAPI,89446,432,"Tubo, Pvc, Soldável, De 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,5.24,26.93,6.65,6.65,Sim,35
C SINAPI,89402,433,"Tubo, Pvc, Soldável, De 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,14.15,26.93,17.95,17.95,Sim,35
C SINAPI,89356,434,"Tubo, Pvc, Soldável, De 25Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,28.31,26.93,35.92,35.92,Sim,35
C SINAPI,89447,435,"Tubo, Pvc, Soldável, De 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,10.17,26.93,12.9,12.9,Sim,35
C SINAPI,89403,436,"Tubo, Pvc, Soldável, De 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,20.76,26.93,26.35,26.35,Sim,35
C SINAPI,89357,437,"Tubo, Pvc, Soldável, De 32Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,37.65,26.93,47.78,47.78,Sim,35
C SINAPI,89448,438,"Tubo, Pvc, Soldável, De 40Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,15.42,26.93,19.56,19.56,Sim,35
C SINAPI,103978,439,"Tubo, Pvc, Soldável, De 40Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,27.9,26.93,35.41,35.41,Sim,35
C SINAPI,89449,440,"Tubo, Pvc, Soldável, De 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,17.12,26.93,21.72,21.72,Sim,35
C SINAPI,103979,441,"Tubo, Pvc, Soldável, De 50Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,32.0,26.93,40.62,40.62,Sim,36
C SINAPI,89450,442,"Tubo, Pvc, Soldável, De 60Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,27.14,26.93,34.45,34.45,Sim,36
C SINAPI,89451,443,"Tubo, Pvc, Soldável, De 75Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,43.93,26.93,55.75,55.75,Sim,36
C SINAPI,89452,444,"Tubo, Pvc, Soldável, De 85Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",M,1.0,60.27,26.93,76.5,76.5,Sim,36
C SINAPI,89394,445,"Tê Com Bucha De Latão Na Bolsa Central, Pvc, Soldável, Dn 20Mm X 1/2, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,20.01,26.93,25.4,25.4,Sim,36
C SINAPI,89396,446,"Tê Com Bucha De Latão Na Bolsa Central, Pvc, Soldável, Dn 25Mm X 1/2, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,21.93,26.93,27.84,27.84,Sim,36
C SINAPI,90374,447,"Tê Com Bucha De Latão Na Bolsa Central, Pvc, Soldável, Dn 25Mm X 3/4, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,23.74,26.93,30.13,30.13,Sim,36
C SINAPI,89444,448,"Tê Com Bucha De Latão Na Bolsa Central, Pvc, Soldável, Dn 32Mm X 3/4, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,25.57,26.93,32.45,32.45,Sim,36
C SINAPI,89399,449,"Tê Com Bucha De Latão Na Bolsa Central, Pvc, Soldável, Dn 32Mm X 3/4, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,26.35,26.93,33.45,33.45,Sim,36
C SINAPI,89442,450,"Tê De Redução, Pvc, Soldável, Dn 25Mm X 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.84,26.93,20.1,20.1,Sim,36
C SINAPI,89397,451,"Tê De Redução, Pvc, Soldável, Dn 25Mm X 20Mm, Instalado Em Ramal Ou Sub- Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,17.12,26.93,21.72,21.72,Sim,36
C SINAPI,89622,452,"Tê De Redução, Pvc, Soldável, Dn 32Mm X 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.93,26.93,18.95,18.95,Sim,36
C SINAPI,89445,453,"Tê De Redução, Pvc, Soldável, Dn 32Mm X 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,20.96,26.93,26.6,26.6,Sim,37
C SINAPI,89400,454,"Tê De Redução, Pvc, Soldável, Dn 32Mm X 25Mm, Instalado Em Ramal Ou Sub- Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,22.47,26.93,28.51,28.51,Sim,37
C SINAPI,89624,455,"Tê De Redução, Pvc, Soldável, Dn 40Mm X 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,18.87,26.93,23.95,23.95,Sim,37
C SINAPI,104012,456,"Tê De Redução, Pvc, Soldável, Dn 40Mm X 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,25.83,26.93,32.78,32.78,Sim,37
C SINAPI,89627,457,"Tê De Redução, Pvc, Soldável, Dn 50Mm X 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,20.95,26.93,26.59,26.59,Sim,37
C SINAPI,104006,458,"Tê De Redução, Pvc, Soldável, Dn 50Mm X 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,27.35,26.93,34.71,34.71,Sim,37
C SINAPI,89626,459,"Tê De Redução, Pvc, Soldável, Dn 50Mm X 40Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,30.36,26.93,38.54,38.54,Sim,37
C SINAPI,104005,460,"Tê De Redução, Pvc, Soldável, Dn 50Mm X 40Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,38.48,26.93,48.84,48.84,Sim,37
C SINAPI,89439,461,"Tê Soldável E Com Rosca Na Bolsa Central, Pvc, Soldável, Dn 20Mm X 1/2, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,13.59,26.93,17.24,17.24,Sim,37
C SINAPI,89421,462,"União, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.95,26.93,15.16,15.16,Sim,37
C SINAPI,89375,463,"União, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.54,26.93,15.91,15.91,Sim,37
C SINAPI,89536,464,"União, Pvc, Soldável, Dn 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.57,26.93,14.68,14.68,Sim,37
C SINAPI,89428,465,"União, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.37,26.93,18.23,18.23,Sim,37
C SINAPI,89382,466,"União, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.05,26.93,19.1,19.1,Sim,37
C SINAPI,89552,467,"União, Pvc, Soldável, Dn 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,17.69,26.93,22.45,22.45,Sim,38
C SINAPI,89435,468,"União, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,20.93,26.93,26.56,26.56,Sim,38
C SINAPI,89390,469,"União, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,21.75,26.93,27.6,27.6,Sim,38
C SINAPI,89568,470,"União, Pvc, Soldável, Dn 40Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,30.36,26.93,38.53,38.53,Sim,38
C SINAPI,103990,471,"União, Pvc, Soldável, Dn 40Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,34.12,26.93,43.3,43.3,Sim,38
C SINAPI,89594,472,"União, Pvc, Soldável, Dn 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,33.95,26.93,43.09,43.09,Sim,38
C SINAPI,103997,473,"União, Pvc, Soldável, Dn 50Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,38.35,26.93,48.68,48.68,Sim,38
C SINAPI,89609,474,"União, Pvc, Soldável, Dn 60Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,76.84,26.93,97.52,97.52,Sim,38
C SINAPI,89612,475,"União, Pvc, Soldável, Dn 75Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,149.13,26.93,189.29,189.29,Sim,38
C SINAPI,89615,476,"União, Pvc, Soldável, Dn 85Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,176.08,26.93,223.5,223.5,Sim,38
C SINAPI,89747,477,"Adaptador, Cpvc, Soldável, Dn 22Mm, Instalado Em Ramal De Distribuição De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,31.4,26.93,39.85,39.85,Sim,38
C SINAPI,95695,478,"Curva 90 Graus, Pvc, Serie R, Água Pluvial, Dn 100 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,60.3,26.93,76.54,76.54,Sim,38
C SINAPI,95694,479,"Curva 90 Graus, Pvc, Serie R, Água Pluvial, Dn 100 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,51.14,26.93,64.9,64.9,Sim,38
C SINAPI,89585,480,"Joelho 45 Graus, Pvc, Serie R, Água Pluvial, Dn 100 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,46.34,26.93,58.81,58.81,Sim,39
C SINAPI,89531,481,"Joelho 45 Graus, Pvc, Serie R, Água Pluvial, Dn 100 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,37.17,26.93,47.17,47.17,Sim,39
C SINAPI,89591,482,"Joelho 45 Graus, Pvc, Serie R, Água Pluvial, Dn 150 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,126.56,26.93,160.64,160.64,Sim,39
C SINAPI,104168,483,"Joelho 45 Graus, Pvc, Serie R, Água Pluvial, Dn 150 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,113.15,26.93,143.62,143.62,Sim,39
C SINAPI,89516,484,"Joelho 45 Graus, Pvc, Serie R, Água Pluvial, Dn 40 Mm, Junta Soldável, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,8.75,26.93,11.1,11.1,Sim,39
C SINAPI,89520,485,"Joelho 45 Graus, Pvc, Serie R, Água Pluvial, Dn 50 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,15.72,26.93,19.95,19.95,Sim,39
